,name,id,category,address,lat,lng,city,state,rating,price_tier,serves,bucket,big_bucket,image_url,like_counts
5583,Delaveaga Disc Golf Course,4adb93d3f964a520202921e3,'disc golf',Delaveaga Park,37.00513129,-121.9968917,Santa Cruz,CA,7.4,,,3,2,https://fastly.4sqi.net/img/general/300x500/2242522_0dechiX0Pck3-CM8GJREkwmpmnfbHflYqmHpuV2KS3M.jpg,16
5584,Santa Cruz Roller Palladium,4b777c53f964a520739d2ee3,'roller rink',1606 Seabright Ave,36.97901529,-122.0097744,Santa Cruz,CA,7.5,,,3,2,https://fastly.4sqi.net/img/general/300x500/1256760_ihDbnIyxP1646mxR0oinNaSWGU-TRLO9LaCbm6R8pP0.jpg,6
5585,Santa Cruz Museum of Art & History at the McPherson Center,4c0eb2ff98102d7fc314e406,'museum',705 Front St,36.97465175,-122.0253739,Santa Cruz,CA,7.5,,,6,2,https://fastly.4sqi.net/img/general/300x500/10199709_xJzgQoGv42GLR_M-1dKCiNLmcGEzFgFfa6G0_2HiPDg.jpg,24
5586,Regal Cinemas Santa Cruz 9,4838eebef964a5200c501fe3,'movie theater',1405 Pacific Ave,36.974897,-122.026555,Santa Cruz,CA,7.2,,,2,2,https://fastly.4sqi.net/img/general/300x500/1710495_sjA_BYhrKu2cHDdEsYxoPq_X7FrbPL6NOpeAHR1RMLY.jpg,74
5587,The Catalyst,4af78a8df964a520c70922e3,'music venue',1011 Pacific Ave,36.971359,-122.02559699999999,Santa Cruz,CA,7.1,,,2,2,https://fastly.4sqi.net/img/general/300x500/1oc7oVxhTcww3I9g3oW1dykpyMsh4eLze5D3DdnWs0Y.jpg,101
5588,Artisans gallery,4bb2555deb3e95218fe2c90a,'art gallery',1368 Pacific Ave,36.97440316,-122.02624490000001,Santa Cruz,CA,7.0,,,7,2,https://fastly.4sqi.net/img/general/300x500/77585253_QUK112SqAUjMaFs5KREQB7VeEubn2FfzvHlpoxBTXdA.jpg,5
5589,Santa Cruz Civic Auditorium,4a908e7af964a520801820e3,'concert hall',307 Church St,36.97395431,-122.0291253,Santa Cruz,CA,7.0,,,2,2,https://fastly.4sqi.net/img/general/300x500/835153_jVP7l5zncGVJcyKA8uVrhCBZT1h4usoYbu1UpU-kI7M.jpg,27
5590,Art Factory,52a4b73611d2963d71193b50,'art gallery',9099 Soquel Dr,36.97663498,-121.88694,Aptos,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/5065591_PowLra8doqsvX0kTNiOvdDKTaPtyGQsIXqR01fKOVbk.jpg,0
5591,CineLux Scotts Valley Café and Lounge,509ad64591d477646f22d00b,'movie theater',226 Mount Hermon Road,36.9793,-121.9017,Scotts Valley,CA,,,,2,2,,0
5592,Aptos High School Disc Golf Course,4c82e98d74d7b60c877685d8,'disc golf',na,36.976099,-121.86481409999999,Aptos,CA,,,,3,2,https://fastly.4sqi.net/img/general/300x500/75947486_odbFsfhNncCjDPGN4ULrS5fZAb_SjtAskaYrIXRxT30.jpg,0
5593,the black box,4e9f5018cc21b2fa8e4f4739,'theater',6500 Soquel Dr,36.98700356,-121.9269419,Aptos,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/Me3uKLO2rQ4qAjDCdjUsGpQprSJO4VELntdMCVlgkDw.jpg,0
5594,Agape Dance Academy Aptos,55018120498ec8482e6d3244,'dance studio',783 Rio del Mar Blvd Ste 53,36.974000000000004,-121.88799999999999,Aptos,CA,,,,2,2,,0
5595,Thomas Kinkade Capitola Signature Gallery,5385397c498e432045af8028,'art gallery',121 San Jose Ave,36.97269358,-121.95148030000001,Capitola,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/882125_eObXormhdsnRDjnr7iDE_KyioVij6sus8Q3uE6B4BZQ.jpg,0
5596,Santa Cruz Children's Museum of Discovery,545e95cc498e36ee54819260,'museum',1855 41st Ave,36.97609255,-121.9679097,Capitola,CA,,,,6,2,https://fastly.4sqi.net/img/general/300x500/37928139_PrOccO84b2hNq9kA_gSrSr3XR7wtg_VVKlE-ccs3PNU.jpg,3
5597,The Studio Of Classical Ballet,523a67fd11d23d664d2177b4,'dance studio',na,36.98745,-121.96942800000001,Soquel,CA,,,,2,2,,0
5598,Aptos High School Performing Arts Center,5d01b5c2b5cb76002cbb329c,'theater',100 Mariners Way,36.977033,-121.862504,Aptos Hills,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/835153_nppqx1v6c2wQ-q8477OSbrq7D2jbLbTQY775mGm9xXY.jpg,0
5599,MOBIUS: art conservation,52f316ef11d236fad641a74e,'public art',2510 Felt St,36.96571788,-121.97685600000001,Santa Cruz,CA,,,,2,1,,0
5600,Cabrillo College Music Recital Hall,4f51808733bd53a42dda8ae7,'music venue',na,36.98749997,-121.926181,Aptos,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/12927108_ciCDa3fJkfY3rh3sDUhPdjEF9LC8AJaP-3Pmy33jZ8M.jpg,0
5601,Stagnaro Charter Boats,5a9008dc9e0d5466b6a2ebc6,'tour provider',1718 Brommer St,36.9707574,-121.9842862,Santa Cruz,CA,,,,,3,https://fastly.4sqi.net/img/general/300x500/87388367_sQpbxtF-w0-2hLsV_3HN8s52tZ1ymVgcdep_SZY0k0Y.jpg,0
5602,Dancenter,4f1c8742e4b0bf762a65a4a3,'dance studio',810 Bay Ave Ste A,36.98106782,-121.95500159999999,Capitola,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/71924736_I3NsZusgzmyCv6yOcEYVOCEsKOktXrBLcNzut-5za7M.jpg,1
5603,Music Together Capitola,50b65290c84c8b2466d41524,'music venue',3709 Portola Dr,36.98294624,-121.9555378,Santa Cruz,CA,,,,2,2,,0
5604,NHS Skateboard Museum,5306387d498e3585fe55d8a5,'history museum',104 Bronson St Ste 9,36.968641,-122.004752,Santa Cruz,CA,,,,6,2,https://fastly.4sqi.net/img/general/300x500/17505045_CiGkyssk2-6z8sTKZ3Vy0J3Rba1IH8QAfFrG_bGMWsw.jpg,3
5605,Nadine Michelle,59ac9fff81635b783987671c,'concert hall',2910 Daubenbiss Ave,36.9874157,-121.9583243,Soquel,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/443621395_sChqeQ7ihMptUf4He2qKNmxwsUulxjE0unLUN3rwMkc.jpg,0
5606,"Santa Cruz Dance Company, Soquel",4b9bfd92f964a520283e36e3,'dance studio',2800 Porter St,36.98540686,-121.9594814,Soquel,CA,,,,2,2,,0
5607,Pacific Arts Complex,50954313e4b02645df5df308,'dance studio',na,36.97918716,-122.0114659,Santa Cruz,CA,,,,2,2,,1
5608,Pleasure Point Fitness & Dance Center,4bff2500c30a2d7f079d101d,'dance studio',907 41st Aveenue,36.96538389,-121.9652098,Santa Cruz,CA,,,,2,2,,0
5609,Music Together,4d2e6e9c79dd6ea8055189d3,'dance studio',3709 Portola Dr,36.96386576,-121.9680476,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/42834702_B9YMmVXMU86tNCiAmJ8mPsM406S5pmK9kgosBH1OMr4.jpg,1
5610,Palomar Ballroom Santa Cruz,53c0c29b498e99274aa36839,'dance studio',1344 Pacific Ave,36.97427683,-122.02593770000001,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/90156144_KmYt5RUeRosMwji_Qm6_yx7Ocir3edIAia19e0pBU5o.jpg,1
5611,Colligan Theatre at the Tannery Arts Center,5646b1d4498e4762f86aad7a,'theater',1010 River St,36.986725,-122.02976899999999,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/77585253_ETDt6i2_Q8wQP2OAyxz_zv1iPePHvOM_r34BErD0FDU.jpg,4
5612,International Academy of Dance,4d6801aca88a6ea83454ea72,'dance studio',320 Encinal St,36.987389,-122.034821,Santa Cruz,CA,,,,2,2,,1
5613,Harbor High Little Theatre,4f0f6c5ee4b0efdb947e35c8,'theater',na,36.9870885,-121.99169450000001,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/11295140_Czgdmi0IWV5efUM-emNNBcpz9VQdo4t4s4ALYFCxHqc.jpg,0
5614,Santa Cruz Coastal Charters,5b10220a31ac6c002ccfadc2,'tour provider',135 5th Ave,36.964079999999996,-122.00053,Santa Cruz,CA,,,,,3,https://fastly.4sqi.net/img/general/300x500/87388367_4u0uGYptp6_gg66yi_h6W33u5T_eYAOeQWzpCrjW20Y.jpg,0
5615,Steps Dance & Performing Arts,4d7e9ef89df3f04da4b8c794,'dance studio',135 Aviation Way,36.932534000000004,-121.788895,Watsonville,CA,,,,2,2,,0
5616,Pinto Lake Championship Disc Golf Course,4e1a523c14957dc705e9d504,'disc golf',Green Valley Rd.,36.96435678,-121.7717489,Watsonville,CA,,,,3,2,https://fastly.4sqi.net/img/general/300x500/2242522_Kmji1AloQo7kJbJMAJHGSQgOknWz5oSzHPL69B_YK0g.jpg,2
5617,Santa Cruz Art League,4bc7bcfa92b376b08062503a,'art gallery',526 Broadway,36.973546999999996,-122.0174,Santa Cruz,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/1256760_OwbSpCtSYUuSl3Pu1GvhRJFYm2uy2oJIe4xeXR6enu4.jpg,5
5618,"222 Market street, Santa Cruz",51a95628498e2bc27e1f2d25,'theater',222 Market St,36.982869,-122.01891200000001,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/38507739_QQVbS_6zGqigmbEcwN5br3BECzCFLyErf_Xdd0YM9Bw.jpg,1
5619,Palomar Ballroom Scotts Valley,5090b45de4b031cde1eddc5e,'dance studio',4652 Scotts Valley Dr,36.97406849,-122.02573840000001,Scotts Valley,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/90157281_B1Xxb3qaGlqnU-9nFtRXpgP9j3wjRIxuaaCamWDWKqU.jpg,0
5620,Center Stage,4e755c31c65bb91db4578700,'theater',1001 Center,36.97609815,-122.0289412,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/GrPWkR5eGqSFp8uZPL6st0UME6aPswjQ8V9pfsLnF6Q.jpg,1
5621,Rio Theatre,49e7eb77f964a5202e651fe3,'concert hall',1205 Soquel Ave,36.98002541,-122.01044809999999,Santa Cruz,CA,8.2,,,2,2,https://fastly.4sqi.net/img/general/300x500/ROEEUQFY2B0D44CLUCEGWV04I00ISXN2RRV0ZJ1GPHIHHIKC.jpg,37
5622,Santa Cruz Roller Palladium,4b777c53f964a520739d2ee3,'roller rink',1606 Seabright Ave,36.97901529,-122.0097744,Santa Cruz,CA,7.5,,,3,2,https://fastly.4sqi.net/img/general/300x500/1256760_ihDbnIyxP1646mxR0oinNaSWGU-TRLO9LaCbm6R8pP0.jpg,6
5623,The Del Mar Theatre,4ada71dff964a5209f2221e3,'movie theater',1124 Pacific Avenue,36.97251331,-122.0253777,Santa Cruz,CA,8.9,,,2,2,https://fastly.4sqi.net/img/general/300x500/QyLELePFIKBhKsrsz-xJdZsbKxwU8K4JZeB--1utZcU.jpg,61
5624,The Nick,4ab84dfff964a520d57c20e3,'movie theater',210 Lincoln St,36.97260975,-122.0275834,Santa Cruz,CA,8.8,,,2,2,https://fastly.4sqi.net/img/general/300x500/18663297_55WqiN_qxVjhTP8LmMncFBuYycrUD7tsc7RhhtXZODw.jpg,41
5625,Delaveaga Disc Golf Course,4adb93d3f964a520202921e3,'disc golf',Delaveaga Park,37.00513129,-121.9968917,Santa Cruz,CA,7.4,,,3,2,https://fastly.4sqi.net/img/general/300x500/2242522_0dechiX0Pck3-CM8GJREkwmpmnfbHflYqmHpuV2KS3M.jpg,16
5626,Santa Cruz Museum Of Natural History,4c0e96aa7189c928f2bed8b6,'history museum',na,36.96453667,-122.00958329999999,Santa Cruz,CA,7.5,,,6,2,https://fastly.4sqi.net/img/general/300x500/34395587_ATqfzguuPpSu80sWtuDw4PGoqpu-P1ymFBg0e05Lows.jpg,6
5627,Kuumbwa Jazz,4b5bc7dbf964a520d71529e3,'jazz club',320 Cedar Street,36.96985634,-122.0261274,Santa Cruz,CA,7.7,,,2,2,https://fastly.4sqi.net/img/general/300x500/wtdpaViuUkU3LC4ONQelp_d8-ILzoEUECfmSBK8QKoI.jpg,19
5628,Santa Cruz Museum of Art & History at the McPherson Center,4c0eb2ff98102d7fc314e406,'museum',705 Front St,36.97465175,-122.0253739,Santa Cruz,CA,7.5,,,6,2,https://fastly.4sqi.net/img/general/300x500/10199709_xJzgQoGv42GLR_M-1dKCiNLmcGEzFgFfa6G0_2HiPDg.jpg,24
5629,CineLux 41st Avenue Cinemas,4bb93f3dcf2fc9b6ea68a002,'multiplex',1475 41st Ave,36.97184905,-121.96686000000001,Capitola,CA,7.3,,,2,2,https://fastly.4sqi.net/img/general/300x500/37850793_fwkLfJfPRHntVUzAvZwQg-qDqFnBs-ARwsNW8YgUXg8.jpg,34
5630,Santa Cruz Beach Boardwalk Stage,4e20ee3b88774a43b7651960,'music venue',400 Beach St,36.9640398,-122.01796840000002,Santa Cruz,CA,7.4,,,2,2,https://fastly.4sqi.net/img/general/300x500/347824_tK3HN3EJcRtJRUm8Jn0xxBXji3oOdZdf85uVHVXUKOA.jpg,7
5631,Regal Cinemas Santa Cruz 9,4838eebef964a5200c501fe3,'movie theater',1405 Pacific Ave,36.974897,-122.026555,Santa Cruz,CA,7.2,,,2,2,https://fastly.4sqi.net/img/general/300x500/1710495_sjA_BYhrKu2cHDdEsYxoPq_X7FrbPL6NOpeAHR1RMLY.jpg,74
5632,Buccaneer Bay Miniature Golf,4dab69815da3ba8a47a12f1c,'mini golf',400 Beach St,36.96411212,-122.0193304,Santa Cruz,CA,7.1,,,3,2,https://fastly.4sqi.net/img/general/300x500/23589819_Awqe9PhCuY5DSZYRasXnI-XD62VdjwaMiK_F8lbF-J4.jpg,17
5633,The Catalyst,4af78a8df964a520c70922e3,'music venue',1011 Pacific Ave,36.971359,-122.02559699999999,Santa Cruz,CA,7.1,,,2,2,https://fastly.4sqi.net/img/general/300x500/1oc7oVxhTcww3I9g3oW1dykpyMsh4eLze5D3DdnWs0Y.jpg,101
5634,Artisans gallery,4bb2555deb3e95218fe2c90a,'art gallery',1368 Pacific Ave,36.97440316,-122.02624490000001,Santa Cruz,CA,7.0,,,7,2,https://fastly.4sqi.net/img/general/300x500/77585253_QUK112SqAUjMaFs5KREQB7VeEubn2FfzvHlpoxBTXdA.jpg,5
5635,Santa Cruz Civic Auditorium,4a908e7af964a520801820e3,'concert hall',307 Church St,36.97395431,-122.0291253,Santa Cruz,CA,7.0,,,2,2,https://fastly.4sqi.net/img/general/300x500/835153_jVP7l5zncGVJcyKA8uVrhCBZT1h4usoYbu1UpU-kI7M.jpg,27
5636,Harbor High Little Theatre,4f0f6c5ee4b0efdb947e35c8,'theater',na,36.9870885,-121.99169450000001,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/11295140_Czgdmi0IWV5efUM-emNNBcpz9VQdo4t4s4ALYFCxHqc.jpg,0
5637,Pacific Arts Complex,50954313e4b02645df5df308,'dance studio',na,36.97918716,-122.0114659,Santa Cruz,CA,,,,2,2,,1
5638,Stagnaro Charter Boats,5a9008dc9e0d5466b6a2ebc6,'tour provider',1718 Brommer St,36.9707574,-121.9842862,Santa Cruz,CA,,,,,3,https://fastly.4sqi.net/img/general/300x500/87388367_sQpbxtF-w0-2hLsV_3HN8s52tZ1ymVgcdep_SZY0k0Y.jpg,0
5639,The Studio Of Classical Ballet,523a67fd11d23d664d2177b4,'dance studio',na,36.98745,-121.96942800000001,Soquel,CA,,,,2,2,,0
5640,NHS Skateboard Museum,5306387d498e3585fe55d8a5,'history museum',104 Bronson St Ste 9,36.968641,-122.004752,Santa Cruz,CA,,,,6,2,https://fastly.4sqi.net/img/general/300x500/17505045_CiGkyssk2-6z8sTKZ3Vy0J3Rba1IH8QAfFrG_bGMWsw.jpg,3
5641,Santa Cruz Children's Museum of Discovery,545e95cc498e36ee54819260,'museum',1855 41st Ave,36.97609255,-121.9679097,Capitola,CA,,,,6,2,https://fastly.4sqi.net/img/general/300x500/37928139_PrOccO84b2hNq9kA_gSrSr3XR7wtg_VVKlE-ccs3PNU.jpg,3
5642,MOBIUS: art conservation,52f316ef11d236fad641a74e,'public art',2510 Felt St,36.96571788,-121.97685600000001,Santa Cruz,CA,,,,2,1,,0
5643,Colligan Theatre at the Tannery Arts Center,5646b1d4498e4762f86aad7a,'theater',1010 River St,36.986725,-122.02976899999999,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/77585253_ETDt6i2_Q8wQP2OAyxz_zv1iPePHvOM_r34BErD0FDU.jpg,4
5644,Palomar Ballroom Santa Cruz,53c0c29b498e99274aa36839,'dance studio',1344 Pacific Ave,36.97427683,-122.02593770000001,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/90156144_KmYt5RUeRosMwji_Qm6_yx7Ocir3edIAia19e0pBU5o.jpg,1
5645,The 418,4be65143bcef2d7f211a05e5,'music venue',418 Front St,36.97104622,-122.0238344,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/5089039_4f43NZGgk49N8zQxS2ZPH40lAx-ioEPHyLQbHbrc6Ew.jpg,3
5646,Nadine Michelle,59ac9fff81635b783987671c,'concert hall',2910 Daubenbiss Ave,36.9874157,-121.9583243,Soquel,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/443621395_sChqeQ7ihMptUf4He2qKNmxwsUulxjE0unLUN3rwMkc.jpg,0
5647,Center Stage,4e755c31c65bb91db4578700,'theater',1001 Center,36.97609815,-122.0289412,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/GrPWkR5eGqSFp8uZPL6st0UME6aPswjQ8V9pfsLnF6Q.jpg,1
5648,Bands on the Beach,5000f44de4b0a7c2123677cb,'music venue',na,36.964021,-122.01808700000001,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/1030408_LQM9U9QUOxccu5wMXhabecLHKMrrAW0GwZjIvVu-d6I.jpg,3
5649,Motion Pacific Dance Studio,4e1e2488e4cdd099749e785a,'dance studio',131 Front St,36.96795694,-122.0238621,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/4457111_PfXYtFQoo5h-3odHr-gLDqZjsEbkywL_nEWCsGqslFs.jpg,0
5650,Coconut Grove,532e5090498e14e050f410a3,'concert hall',na,36.96395922,-122.0200374,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/48430162_D_cj_j0ny7-vWiTFV_dDWyQCEePc-pfw-MJmqq-Hms0.jpg,1
5651,International Academy of Dance,4d6801aca88a6ea83454ea72,'dance studio',320 Encinal St,36.987389,-122.034821,Santa Cruz,CA,,,,2,2,,1
5652,"222 Market street, Santa Cruz",51a95628498e2bc27e1f2d25,'theater',222 Market St,36.982869,-122.01891200000001,Santa Cruz,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/38507739_QQVbS_6zGqigmbEcwN5br3BECzCFLyErf_Xdd0YM9Bw.jpg,1
5653,Wicked Glass,4f3f29e4e4b02d0e6b3fe971,'art gallery',322 Pacific Ave,36.9652464,-122.0255381,Santa Cruz,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/HjcFoA8-FKVRTIvo5_FwZkTSmHl2XKp7uIP_ve1PuYw.jpg,0
5654,Santa Cruz Art League,4bc7bcfa92b376b08062503a,'art gallery',526 Broadway,36.973546999999996,-122.0174,Santa Cruz,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/1256760_OwbSpCtSYUuSl3Pu1GvhRJFYm2uy2oJIe4xeXR6enu4.jpg,5
5655,Santa Cruz Coastal Charters,5b10220a31ac6c002ccfadc2,'tour provider',135 5th Ave,36.964079999999996,-122.00053,Santa Cruz,CA,,,,,3,https://fastly.4sqi.net/img/general/300x500/87388367_4u0uGYptp6_gg66yi_h6W33u5T_eYAOeQWzpCrjW20Y.jpg,0
5656,Palomar Ballroom Scotts Valley,5090b45de4b031cde1eddc5e,'dance studio',4652 Scotts Valley Dr,36.97406849,-122.02573840000001,Scotts Valley,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/90157281_B1Xxb3qaGlqnU-9nFtRXpgP9j3wjRIxuaaCamWDWKqU.jpg,0
5657,"Santa Cruz Dance Company, Soquel",4b9bfd92f964a520283e36e3,'dance studio',2800 Porter St,36.98540686,-121.9594814,Soquel,CA,,,,2,2,,0
5658,Music Together Capitola,50b65290c84c8b2466d41524,'music venue',3709 Portola Dr,36.98294624,-121.9555378,Santa Cruz,CA,,,,2,2,,0
5659,Mosaic Tile House,54c42c44498e259a3c2afaf3,'art gallery',1116 Palms Blvd,34.000280700000005,-118.4571147,Venice,CA,8.2,,,7,2,https://fastly.4sqi.net/img/general/300x500/386061_WC5Kv65Utzm8ggO4b8V-2YfTjimpdf7l8dYMwxU2_GI.jpg,11
5660,AMC Dine-In Theatres Marina 6,4a5ac2f1f964a520d4ba1fe3,'movie theater',13455 Maxella Ave Ste 270,33.98717486,-118.44070759999998,Marina del Rey,CA,8.6,,,2,2,https://fastly.4sqi.net/img/general/300x500/21504249_kgiK0Ght84gN5o7duictSva0UYZ-TR5lQz654nElJEg.jpg,308
5661,Electric Lodge,4b87454bf964a52084b931e3,'theater',1416 Electric Ave,33.99114042,-118.46503429999999,Venice,CA,8.1,,,2,2,https://fastly.4sqi.net/img/general/300x500/1095918_8kYV-5rQm34CaNXYq4cnZw9kNIaptdJ1xqiDfad56fY.jpg,15
5662,Beyond Baroque,4bca7332937ca593ee03a892,'performing arts venue',681 Venice Blvd,33.9913425,-118.45883130000001,Venice,CA,6.5,,,2,2,https://fastly.4sqi.net/img/general/300x500/9363129_6QUQZdWb3iTodV-iNpCzpNMpTOPYz4DGxNBc1EFxyeQ.jpg,9
5663,AMC Marina Marketplace 6,543af7b1498ef7b66291aac3,'movie theater',4335 Glencoe Ave,33.98612521,-118.43977450000001,Marina del Rey,CA,6.5,,,2,2,https://fastly.4sqi.net/img/general/300x500/781967_Udo0ws9imOKnaVhPuMGaVjfEJDKLzUeqbzlN-13t5NU.jpg,51
5664,Venice Community,4fb97f10e4b036f8b0fdbf83,'art gallery',na,33.99473963,-118.4507871,Venice,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/52688742_leXPh8cM2iZYKfbKjiSIG485ET2GqlfwtbmWfPTn4ZQ.jpg,2
5665,Ilan Dei Venice,5019f370e4b0c236bedf9f3e,'art gallery',Abbott Kinney,33.98943356,-118.4631549,Los Angeles,CA,6.0,,,7,2,https://fastly.4sqi.net/img/general/300x500/9321_OjBURSxTXDLU7NIbo94w6lFLIKjic8fCG0Mg4HL0WWM.jpg,5
5666,Pacific Resident Theatre,4ae3d6e7f964a520439921e3,'theater',703 Venice Blvd,33.99171292,-118.4579031,Venice,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/37146766_g2GvHE1_M19bkTzjJYjjiOVHTlSpvd7vXPyTamrreF8.jpg,3
5667,Venice Arts Gallery,4be5ba75d4f7c9b646d32520,'art gallery',1702 Lincoln Blvd,33.99666829,-118.4579635,Venice,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/1185402_M3VxSEdqE4Z9fR7nLTlqGH9aI2-vg_5l6HMhCNDREZg.jpg,4
5668,826LA - Venice,4af32c98f964a5206eeb21e3,'performing arts venue',685 Venice Blvd,33.99157653,-118.45875149999999,Venice,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/Jd-ttZJpz2wz2uJlk5JmbQ8GTaFF1PuC4MOWNZHXs0U.jpg,1
5669,Record-Hi,4f3c23b96b74efa947f6c82a,'music venue',2353 Abbot Kinney Blvd,33.988028899999996,-118.4574223,Venice,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/zTVQaflOUKzTEgKO-1kGAlhVAmjFQ-PaaI_33XyH27I.jpg,0
5670,Hoopnotica,4c11957372caa593a4db5da4,'dance studio',1800 Abbot Kinney Blvd,33.98953037,-118.46016599999999,Venice,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/7321128_1AKvumm1smBqrOb5QW4SlGdsN3KaSHNgXw8rNwgvo2g.jpg,0
5671,Very Venice Art & Design,4e45f44e62845e1d3c8bfd4e,'art gallery',na,33.989603,-118.46315200000001,na,California,,,,7,2,https://fastly.4sqi.net/img/general/300x500/49bo7CFxLQy6F5cVcbDOUteCr99Ptf2qX-tRH0mVPjc.jpg,0
5672,Character Project Screening Capsule - The Brig,4dd2b8996365cd4836e4db28,'movie theater',1515 Abbot Kinney Blvd,33.990326,-118.46412179999999,Venice,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/EJ2KQJSKMJAZI20IYU4UMNLBQE2JG2IALLPBRW1XG5KVWDVI.jpg,0
5673,Yuri Grigoriev School of Ballet,4eed23a79adf257d667bb98d,'dance studio',12932 Venice Blvd,33.99908978,-118.4420942,Los Angeles,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/29100794_7mWLG8MweOz_U6dYZJrobUn90MvyvqQKPAMBEFbFdzM.jpg,3
5674,Global Dance Arts,57ef3653498e5ddf0558eb1a,'dance studio',4206 Lincoln Blvd,33.986917,-118.44403799999999,Los Angeles,CA,,,,2,2,https://fastly.4sqi.net/img/general/300x500/2054470_CcbRxTT1CT9J5Qj9gsGNpkP5y8rNcOBf8aScQt9CahI.jpg,0
5675,Buckwild,4c4bad5642b4d13a2571fd7e,'art gallery',12804 Venice Blvd,33.999895,-118.44054540000002,Los Angeles,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/5847069_tCqxmO_UScA9ohsIcPcrc3KXjHkIKiQrpM7TysR8ZLE.jpg,2
5676,Diana Hobson Fine Art LA,51cf554f2fc6b75888369b41,'art gallery',"1316 Abbot Kinney Blvd., Upstairs Suite",33.99117798,-118.46849440000001,Venice,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/66896524_ML6hXdVBDqH109FNAOdnOa-CyRd7IgQxSv4foRx_euw.jpg,0
5677,Venice Artwalk,4bf41aced2fbef3b8abea4c5,'street art',Venice Beach,33.99127094,-118.46861809999999,Venice,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/77655108_wjBdBjWkzSQNjkPznXbNsyiQJBDJGZGhe0ySo9s73V4.jpg,2
5678,C.A.V.E. Gallery,50a87386e4b0f10a1b1e1d5f,'art gallery',1108 Abbot Kinney Blvd,33.99162275,-118.4703398,Venice,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/23777838__MQ9Ul5X6eGBMfewBScLSgPinhHS_-205Qh4J-SF5ao.jpg,4
5679,ChalkLA,4d392d55bb0d721eab1d5be3,'art gallery',12513 Venice Blvd,34.00326763,-118.4351094,Los Angeles,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/74681_KgCNly--ul7xzqKdQTbx-DQ5nVux7hMP_WU39gFzvSA.jpg,2
5680,Altered Space,4b64da7cf964a5201ed52ae3,'art gallery',1221 Abbot Kinney Blvd,33.99156107,-118.4688693,Venice,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/44194072_hEKsEVk6r3dWK-pyvL0XgvHjXqWGM60mqgnCb9jQx_o.jpg,1
5681,C.A.V.E Gallery,4b2e950df964a520ebe224e3,'art gallery',507 Rose Ave,33.99175861,-118.47045890000001,Los Angeles,CA,,,,7,2,https://fastly.4sqi.net/img/general/300x500/7321128_hcOQum57Uj9n7jTKL82J-1e_uQIMwVzrysE9pMTP2cM.jpg,3
